painter,painterLabel,date_of_birth,image,place_of_birth,place_of_birthLabel,movement,movementLabel,lon,lat,latlon,annee,mois,heure
http://www.wikidata.org/entity/Q1063426,Charles-Philippe Larivière,1798-09-28T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Philippe%20Larivi%C3%A8re%20par%20Elzidor%20Naigeon%20vers%201824.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,2.352222222,48.85666667,"48.856666666,2.352222222",1798,9,28T00:00:00Z
http://www.wikidata.org/entity/Q2164632,Georges Rouget,1783-08-26T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Rouget%2C%20Georges%2C%20par%20Nadar%2C%20BNF%20Gallica.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,2.352222222,48.85666667,"48.856666666,2.352222222",1783,8,26T00:00:00Z
http://www.wikidata.org/entity/Q2463574,Michel Martin Drolling,1786-03-07T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Martin%20Drolling%20-%20Portrait%20de%20l%27artiste.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,2.352222222,48.85666667,"48.856666666,2.352222222",1786,3,07T00:00:00Z
http://www.wikidata.org/entity/Q3130385,Henri-François Riesener,1767-10-19T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/RiesenerAuto.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,2.352222222,48.85666667,"48.856666666,2.352222222",1767,10,19T00:00:00Z
http://www.wikidata.org/entity/Q3339942,Nicolas-André Monsiau,1754-01-01T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas-Andr%C3%A9%20Monsiau.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,2.352222222,48.85666667,"48.856666666,2.352222222",1754,1,01T00:00:00Z
http://www.wikidata.org/entity/Q67323105,Jean Balthasar de la Traverse,1752-01-01T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Voilles%20Portrait%20of%20Balthazar%20de%20la%20Traverse%201801%20Oil%20on%20Panel.jpg,http://www.wikidata.org/entity/Q142,France,http://www.wikidata.org/entity/Q11629,art of painting,2,47,"47,2",1752,1,01T00:00:00Z
http://www.wikidata.org/entity/Q472235,Hippolyte Flandrin,1809-03-23T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Flandrin%2C%20Hippolyte%2C%20BNF%20Gallica%20Reutlinger.jpg,http://www.wikidata.org/entity/Q456,Lyon,http://www.wikidata.org/entity/Q14378,neoclassicism,4.841388888,45.75888889,"45.758888888,4.841388888",1809,3,23T00:00:00Z
http://www.wikidata.org/entity/Q3371528,Paul Flandrin,1811-05-28T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20Flandrin%20-%20Double%20Self-Portrait%20of%20Hippolyte%20and%20Paul%20Flandrin.jpg,http://www.wikidata.org/entity/Q456,Lyon,http://www.wikidata.org/entity/Q14378,neoclassicism,4.841388888,45.75888889,"45.758888888,4.841388888",1811,5,28T00:00:00Z
http://www.wikidata.org/entity/Q668411,Victor Mottez,1809-02-13T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Mottez%20Victor%20%28autoportrait%29.jpg,http://www.wikidata.org/entity/Q648,Lille,http://www.wikidata.org/entity/Q14378,neoclassicism,3.0575,50.63194444,"50.631944444,3.0575",1809,2,13T00:00:00Z
http://www.wikidata.org/entity/Q2325139,Jean-Baptiste Wicar,1762-01-02T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Wicar.png,http://www.wikidata.org/entity/Q648,Lille,http://www.wikidata.org/entity/Q14378,neoclassicism,3.0575,50.63194444,"50.631944444,3.0575",1762,1,02T00:00:00Z
http://www.wikidata.org/entity/Q593879,Alexandre Jacovleff,1887-06-25T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandr%20Yakovlev%20%28self-portrait%2C%201917%2C%20GTG%29.jpg,http://www.wikidata.org/entity/Q656,Saint Petersburg,http://www.wikidata.org/entity/Q14378,neoclassicism,30.31666667,59.95,"59.95,30.316666666",1887,6,25T00:00:00Z
http://www.wikidata.org/entity/Q583015,Jacques Amans,1801-05-29T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Amans%20self%20portrait%2C%201845.jpg,http://www.wikidata.org/entity/Q1309,Maastricht,http://www.wikidata.org/entity/Q14378,neoclassicism,5.683333333,50.86666667,"50.866666666,5.683333333",1801,5,29T00:00:00Z
http://www.wikidata.org/entity/Q123476094,Christoph Bouet,1974-01-13T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Christoph%20Bouet%2C%20Portr%C3%A4t%2C%20Foto%20J%C3%A4ger.jpg,http://www.wikidata.org/entity/Q2814,Halle (Saale),http://www.wikidata.org/entity/Q9759,blues,11.96972222,51.48277778,"51.482777777,11.969722222",1974,1,13T00:00:00Z
http://www.wikidata.org/entity/Q1706333,Joseph Denis Odevaere,1775-12-02T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/JosephOdevaere.jpg,http://www.wikidata.org/entity/Q12994,Bruges,http://www.wikidata.org/entity/Q14378,neoclassicism,3.224166666,51.20888889,"51.208888888,3.224166666",1775,12,02T00:00:00Z
http://www.wikidata.org/entity/Q1706333,Joseph Denis Odevaere,1778-10-02T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/JosephOdevaere.jpg,http://www.wikidata.org/entity/Q12994,Bruges,http://www.wikidata.org/entity/Q14378,neoclassicism,3.224166666,51.20888889,"51.208888888,3.224166666",1778,10,02T00:00:00Z
http://www.wikidata.org/entity/Q2564914,Joseph-Benoît Suvée,1743-01-03T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph-Beno%C3%AEt%20Suv%C3%A9e%20-%20Zelfportret%20%281771%29.jpg,http://www.wikidata.org/entity/Q12994,Bruges,http://www.wikidata.org/entity/Q14378,neoclassicism,3.224166666,51.20888889,"51.208888888,3.224166666",1743,1,03T00:00:00Z
http://www.wikidata.org/entity/Q15407385,Ange Flégier,1846-02-25T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Ange%20Fl%C3%A9gier.JPEG,http://www.wikidata.org/entity/Q23482,Marseille,http://www.wikidata.org/entity/Q9730,classical music,5.376388888,43.29666667,"43.296666666,5.376388888",1846,2,25T00:00:00Z
http://www.wikidata.org/entity/Q3166330,Jean-Jacques-François Le Barbier,1738-11-29T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Buste%20Jean-Jacques-Fran%C3%A7ois%20Le%20Barbier%20%28d%C3%A9tail%29.jpg,http://www.wikidata.org/entity/Q30974,Rouen,http://www.wikidata.org/entity/Q14378,neoclassicism,1.1025,49.44305556,"49.443055555,1.1025",1738,11,29T00:00:00Z
http://www.wikidata.org/entity/Q964812,François Marius Granet,1775-12-17T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Auguste%20Dominique%20Ingres%20018.jpg,http://www.wikidata.org/entity/Q47465,Aix-en-Provence,http://www.wikidata.org/entity/Q14378,neoclassicism,5.445555555,43.52777778,"43.527777777,5.445555555",1775,12,17T00:00:00Z
http://www.wikidata.org/entity/Q23380,Jean-Auguste-Dominique Ingres,1780-08-29T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%2C%20Self-portrait.jpg,http://www.wikidata.org/entity/Q172593,Montauban,http://www.wikidata.org/entity/Q14378,neoclassicism,1.355,44.01722222,"44.017222222,1.355",1780,8,29T00:00:00Z
http://www.wikidata.org/entity/Q541859,Jules Bastien-Lepage,1848-11-01T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/065%20Jules-Bastien%20Le%20Page%20Portrait%20de%20l%27artiste.jpg,http://www.wikidata.org/entity/Q195737,Damvillers,http://www.wikidata.org/entity/Q10998,potato,5.399722222,49.34277778,"49.342777777,5.399722222",1848,11,01T00:00:00Z
http://www.wikidata.org/entity/Q652952,Pierre-François-Léonard Fontaine,1762-09-20T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/P-F-L.%20Fontaine%20par%20JD%20Court%20-%20Ch%C3%A2teau%20de%20Versailles.jpg,http://www.wikidata.org/entity/Q201352,Pontoise,http://www.wikidata.org/entity/Q14378,neoclassicism,2.100833333,49.05083333,"49.050833333,2.100833333",1762,9,20T00:00:00Z
http://www.wikidata.org/entity/Q433434,Anne-Louis Girodet de Roussy-Trioson,1767-01-29T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Anne-Louis%20Girodet%20autoportrait.jpg,http://www.wikidata.org/entity/Q212352,Montargis,http://www.wikidata.org/entity/Q14378,neoclassicism,2.7325,47.99694444,"47.996944444,2.7325",1767,1,29T00:00:00Z
http://www.wikidata.org/entity/Q433434,Anne-Louis Girodet de Roussy-Trioson,1767-01-29T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Girodet%20Autoportrait.JPG,http://www.wikidata.org/entity/Q212352,Montargis,http://www.wikidata.org/entity/Q14378,neoclassicism,2.7325,47.99694444,"47.996944444,2.7325",1767,1,29T00:00:00Z
http://www.wikidata.org/entity/Q433434,Anne-Louis Girodet de Roussy-Trioson,1767-01-29T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Autoportrait%20-%20Anne-Louis%20Girodet%20-%20MM%201938F431.jpg,http://www.wikidata.org/entity/Q212352,Montargis,http://www.wikidata.org/entity/Q14378,neoclassicism,2.7325,47.99694444,"47.996944444,2.7325",1767,1,29T00:00:00Z
http://www.wikidata.org/entity/Q3309277,Michel Ciry,1919-08-31T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Ciry%20on%20his%2090th%20birthday.jpg,http://www.wikidata.org/entity/Q213481,La Baule-Escoublac,http://www.wikidata.org/entity/Q9730,classical music,-2.392222222,47.28583333,"47.285833333,-2.392222222",1919,8,31T00:00:00Z
http://www.wikidata.org/entity/Q8078273,Émile Desportes,1878-01-01T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Emile%20Desportes.jpg,http://www.wikidata.org/entity/Q221517,Pont-l'Évêque,http://www.wikidata.org/entity/Q9730,classical music,0.183888888,49.28555556,"49.285555555,0.183888888",1878,1,01T00:00:00Z
http://www.wikidata.org/entity/Q463270,Constance Mayer,1774-03-09T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Marie-Fran%C3%A7oise%20Constance%20Mayer-Lamartini%C3%A8re.jpg,http://www.wikidata.org/entity/Q269833,Chauny,http://www.wikidata.org/entity/Q14378,neoclassicism,3.219166666,49.61555556,"49.615555555,3.219166666",1774,3,09T00:00:00Z
http://www.wikidata.org/entity/Q2703817,Guillaume Guillon-Lethière,1760-01-10T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Guillon%20Lethi%C3%A8re%20by%20Julien-L%C3%A9opold%20Boilly.jpg,http://www.wikidata.org/entity/Q386243,Sainte-Anne,http://www.wikidata.org/entity/Q14378,neoclassicism,-61.38611111,16.22555556,"16.225555555,-61.386111111",1760,1,10T00:00:00Z
http://www.wikidata.org/entity/Q2703817,Guillaume Guillon-Lethière,1760-01-16T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Guillon%20Lethi%C3%A8re%20by%20Julien-L%C3%A9opold%20Boilly.jpg,http://www.wikidata.org/entity/Q386243,Sainte-Anne,http://www.wikidata.org/entity/Q14378,neoclassicism,-61.38611111,16.22555556,"16.225555555,-61.386111111",1760,1,16T00:00:00Z
http://www.wikidata.org/entity/Q273552,Marie Bracquemond,1840-12-01T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Bracquemond%20Under%20the%20Lamp.jpg,http://www.wikidata.org/entity/Q494957,Landunvez,http://www.wikidata.org/entity/Q11034,printing,-4.726944444,48.5325,"48.5325,-4.726944444",1840,12,01T00:00:00Z
http://www.wikidata.org/entity/Q273552,Marie Bracquemond,1840-12-01T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Bracquemond%202.jpg,http://www.wikidata.org/entity/Q494957,Landunvez,http://www.wikidata.org/entity/Q11034,printing,-4.726944444,48.5325,"48.5325,-4.726944444",1840,12,01T00:00:00Z
http://www.wikidata.org/entity/Q273552,Marie Bracquemond,1840-12-01T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Bracquemond%20by%20Marie%20Bracquemond.jpg,http://www.wikidata.org/entity/Q494957,Landunvez,http://www.wikidata.org/entity/Q11034,printing,-4.726944444,48.5325,"48.5325,-4.726944444",1840,12,01T00:00:00Z
http://www.wikidata.org/entity/Q3170050,Jean-Thomas Thibault,1757-11-20T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Thomas%20Thibault.jpg,http://www.wikidata.org/entity/Q923678,Montier-en-Der,http://www.wikidata.org/entity/Q14378,neoclassicism,4.77,48.47777778,"48.477777777,4.77",1757,11,20T00:00:00Z
http://www.wikidata.org/entity/Q15967898,Adélaïde Binart,1769-03-09T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Adelaide-Binart-par-Marie-Genevieve-Bouliard.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,2.352222222,48.85666667,"48.856666666,2.352222222",1769,3,09T00:00:00Z
